peak_date,trough_date,recovery_date,depth,peak_to_trough_days,trough_to_recovery_days,total_days,recovered,ticker
2017-01-06,2017-01-19,2017-01-24,-0.005650514897499459,13,5.0,18.0,True,SPY
2017-01-25,2017-01-31,2017-02-09,-0.008874854081235561,6,9.0,15.0,True,SPY
2017-02-15,2017-02-16,2017-02-17,-0.0008336705392532062,1,1.0,2.0,True,SPY
2017-02-21,2017-02-22,2017-02-24,-0.0009248319807867444,1,2.0,3.0,True,SPY
2017-02-27,2017-02-28,2017-03-01,-0.002497331188623386,1,1.0,2.0,True,SPY
2017-03-01,2017-04-13,2017-05-02,-0.026057138490634513,43,19.0,62.0,True,SPY
2017-05-02,2017-05-03,2017-05-05,-0.001322738689867875,1,2.0,3.0,True,SPY
2017-05-05,2017-05-09,2017-05-10,-0.0011035165075604647,4,1.0,5.0,True,SPY
2017-05-10,2017-05-12,2017-05-15,-0.003769369711949855,2,3.0,5.0,True,SPY
2017-05-15,2017-05-17,2017-05-24,-0.0186259947704851,2,7.0,9.0,True,SPY
2017-05-25,2017-05-31,2017-06-01,-0.0013063203267215107,6,1.0,7.0,True,SPY
2017-06-02,2017-06-06,2017-06-13,-0.003973812992640768,4,7.0,11.0,True,SPY
2017-06-13,2017-06-15,2017-06-19,-0.003212330874742375,2,4.0,6.0,True,SPY
2017-06-19,2017-07-06,2017-07-14,-0.016692407945938625,17,8.0,25.0,True,SPY
2017-07-14,2017-07-17,2017-07-18,-0.00013861230600054064,3,1.0,4.0,True,SPY
2017-07-20,2017-07-24,2017-07-25,-0.00104706752207806,4,1.0,5.0,True,SPY
2017-07-26,2017-07-31,2017-08-02,-0.0026323392507462406,5,2.0,7.0,True,SPY
2017-08-02,2017-08-03,2017-08-07,-0.0019443565509683625,1,4.0,5.0,True,SPY
2017-08-07,2017-08-18,2017-09-11,-0.02076914977866695,11,24.0,35.0,True,SPY
2017-09-13,2017-09-14,2017-09-15,-0.000303883816599293,1,1.0,2.0,True,SPY
2017-09-20,2017-09-25,2017-09-28,-0.004411711581532973,5,3.0,8.0,True,SPY
2017-10-05,2017-10-09,2017-10-11,-0.002833074706273586,4,2.0,6.0,True,SPY
2017-10-11,2017-10-12,2017-10-16,-0.0014301147633890565,1,4.0,5.0,True,SPY
2017-10-20,2017-10-25,2017-10-27,-0.007101043857838607,5,2.0,7.0,True,SPY
2017-10-27,2017-10-30,2017-11-03,-0.0037852899426948916,3,4.0,7.0,True,SPY
2017-11-06,2017-11-07,2017-11-08,-0.0006630721178173538,1,1.0,2.0,True,SPY
2017-11-08,2017-11-15,2017-11-21,-0.010354023950217006,7,6.0,13.0,True,SPY
2017-11-21,2017-11-22,2017-11-24,-0.0009163196088054493,1,2.0,3.0,True,SPY
2017-11-24,2017-11-27,2017-11-28,-0.0004987098592771355,3,1.0,4.0,True,SPY
2017-11-28,2017-11-29,2017-11-30,-0.0005799292915842358,1,1.0,2.0,True,SPY
2017-11-30,2017-12-05,2017-12-08,-0.006970571067017151,5,3.0,8.0,True,SPY
2017-12-12,2017-12-14,2017-12-15,-0.004173350658805308,2,1.0,3.0,True,SPY
2017-12-18,2017-12-29,2018-01-02,-0.004930255937670158,11,4.0,15.0,True,SPY
2018-01-09,2018-01-10,2018-01-11,-0.0014117531518923476,1,1.0,2.0,True,SPY
2018-01-12,2018-01-16,2018-01-17,-0.0033671258569395457,4,1.0,5.0,True,SPY
2018-01-17,2018-01-18,2018-01-19,-0.0016432764280231993,1,1.0,2.0,True,SPY
2018-01-23,2018-01-24,2018-01-25,-0.00038861285039604176,1,1.0,2.0,True,SPY
2018-01-26,2018-02-08,2018-08-06,-0.10100471585318538,13,179.0,192.0,True,SPY
2018-08-07,2018-08-15,2018-08-20,-0.013331773149231618,8,5.0,13.0,True,SPY
2018-08-21,2018-08-23,2018-08-24,-0.0019372306160236885,2,1.0,3.0,True,SPY
2018-08-29,2018-09-07,2018-09-20,-0.013279527363469157,9,13.0,22.0,True,SPY
2018-09-20,2018-12-24,2019-04-12,-0.19351436257194576,95,109.0,204.0,True,SPY
2019-04-12,2019-04-15,2019-04-16,-0.000646864786345458,3,1.0,4.0,True,SPY
2019-04-12,2019-04-17,2019-04-22,-0.002424797240043408,5,5.0,10.0,True,SPY
2019-04-23,2019-04-25,2019-04-26,-0.0027957666246926083,2,1.0,3.0,True,SPY
2019-04-30,2019-05-02,2019-05-03,-0.009682970439690464,2,1.0,3.0,True,SPY
2019-04-30,2019-06-03,2019-06-20,-0.06619433878451464,34,17.0,51.0,True,SPY
2019-06-20,2019-06-26,2019-07-01,-0.013459070033165377,6,5.0,11.0,True,SPY
2019-07-03,2019-07-08,2019-07-11,-0.0065436174140646175,5,3.0,8.0,True,SPY
2019-07-15,2019-07-19,2019-07-24,-0.011891228312310043,4,5.0,9.0,True,SPY
2019-07-24,2019-07-25,2019-07-26,-0.0047504991466493784,1,1.0,2.0,True,SPY
2019-07-26,2019-08-05,2019-10-25,-0.06029865428361669,10,81.0,91.0,True,SPY
2019-10-28,2019-10-29,2019-10-30,-0.00031545967493318283,1,1.0,2.0,True,SPY
2019-10-30,2019-10-31,2019-11-01,-0.0026739784008321665,1,1.0,2.0,True,SPY
2019-11-04,2019-11-05,2019-11-07,-0.0010859530033499043,1,2.0,3.0,True,SPY
2019-11-08,2019-11-11,2019-11-12,-0.0018898735157280022,3,1.0,4.0,True,SPY
2019-11-18,2019-11-21,2019-11-25,-0.005603412227147331,3,4.0,7.0,True,SPY
2019-11-27,2019-12-03,2019-12-12,-0.018905832687171498,6,9.0,15.0,True,SPY
2019-12-26,2019-12-30,2020-01-02,-0.00577254239786662,4,3.0,7.0,True,SPY
2020-01-02,2020-01-03,2020-01-09,-0.0075864549475140874,1,6.0,7.0,True,SPY
2020-01-09,2020-01-10,2020-01-13,-0.002848634808329975,1,3.0,4.0,True,SPY
2020-01-13,2020-01-14,2020-01-15,-0.0015439786482269735,1,1.0,2.0,True,SPY
2020-01-17,2020-01-31,2020-02-05,-0.030798565840938763,14,5.0,19.0,True,SPY
2020-02-06,2020-02-07,2020-02-10,-0.005361452613505735,1,3.0,4.0,True,SPY
2020-02-12,2020-02-13,2020-02-14,-0.0010741586291813654,1,1.0,2.0,True,SPY
2020-02-14,2020-02-18,2020-02-19,-0.0026085981188611607,4,1.0,5.0,True,SPY
2020-02-19,2020-03-23,2020-08-10,-0.33715385820778576,33,140.0,173.0,True,SPY
2020-08-10,2020-08-11,2020-08-12,-0.008278150978921706,1,1.0,2.0,True,SPY
2020-08-12,2020-08-13,2020-08-17,-0.0017359678576189808,1,4.0,5.0,True,SPY
2020-08-18,2020-08-19,2020-08-21,-0.004180554413615534,1,2.0,3.0,True,SPY
2020-08-28,2020-08-31,2020-09-01,-0.003628843810041582,3,1.0,4.0,True,SPY
2020-09-02,2020-09-23,2020-11-11,-0.0943594503158588,21,49.0,70.0,True,SPY
2020-11-11,2020-11-12,2020-11-13,-0.009704179525826029,1,1.0,2.0,True,SPY
2020-11-16,2020-11-20,2020-11-24,-0.01990491768554592,4,4.0,8.0,True,SPY
2020-11-24,2020-11-25,2020-11-27,-0.0015798484167746096,1,2.0,3.0,True,SPY
2020-11-27,2020-11-30,2020-12-01,-0.00449307708325386,3,1.0,4.0,True,SPY
2020-12-02,2020-12-03,2020-12-04,-0.00027916065695809955,1,1.0,2.0,True,SPY
2020-12-04,2020-12-07,2020-12-08,-0.0020994408220118554,3,1.0,4.0,True,SPY
2020-12-08,2020-12-14,2020-12-16,-0.014862197634380792,6,2.0,8.0,True,SPY
2020-12-17,2020-12-22,2020-12-28,-0.009241005421389947,5,6.0,11.0,True,SPY
2020-12-28,2020-12-29,2020-12-31,-0.0018834863903838261,1,2.0,3.0,True,SPY
2020-12-31,2021-01-04,2021-01-07,-0.013598543277001829,4,3.0,7.0,True,SPY
2021-01-08,2021-01-15,2021-01-20,-0.014555533888625849,7,5.0,12.0,True,SPY
2021-01-21,2021-01-22,2021-01-25,-0.0035187616612534223,1,3.0,4.0,True,SPY
2021-01-25,2021-01-29,2021-02-04,-0.03726237842617153,4,6.0,10.0,True,SPY
2021-02-08,2021-02-10,2021-02-11,-0.0011259760498910643,2,1.0,3.0,True,SPY
2021-02-12,2021-03-04,2021-03-11,-0.040593470204766224,20,7.0,27.0,True,SPY
2021-03-15,2021-03-16,2021-03-17,-0.0012297947930649533,1,1.0,2.0,True,SPY
2021-03-17,2021-03-24,2021-03-26,-0.021339678380943528,7,2.0,9.0,True,SPY
2021-03-26,2021-03-30,2021-03-31,-0.0031439226851666113,4,1.0,5.0,True,SPY
2021-04-05,2021-04-06,2021-04-07,-0.0005705264474177296,1,1.0,2.0,True,SPY
2021-04-13,2021-04-14,2021-04-15,-0.0034410079948307137,1,1.0,2.0,True,SPY
2021-04-16,2021-04-20,2021-04-26,-0.012215727463695258,4,6.0,10.0,True,SPY
2021-04-26,2021-04-28,2021-04-29,-0.0005171220636212004,2,1.0,3.0,True,SPY
2021-04-29,2021-05-04,2021-05-07,-0.010566903138821249,5,3.0,8.0,True,SPY
2021-05-07,2021-05-12,2021-06-04,-0.039601452546470406,5,23.0,28.0,True,SPY
2021-06-04,2021-06-09,2021-06-10,-0.002231963927855629,5,1.0,6.0,True,SPY
2021-06-14,2021-06-18,2021-06-24,-0.021090103434111995,4,6.0,10.0,True,SPY
2021-07-02,2021-07-06,2021-07-07,-0.0018148776174015113,4,1.0,5.0,True,SPY
2021-07-07,2021-07-08,2021-07-09,-0.008155354896370204,1,1.0,2.0,True,SPY
2021-07-12,2021-07-19,2021-07-23,-0.02770401413686885,7,4.0,11.0,True,SPY
2021-07-26,2021-08-02,2021-08-03,-0.007756611781819633,7,1.0,8.0,True,SPY
2021-08-03,2021-08-04,2021-08-05,-0.004903215313339371,1,1.0,2.0,True,SPY
2021-08-06,2021-08-09,2021-08-10,-0.0007797670714142502,3,1.0,4.0,True,SPY
2021-08-16,2021-08-18,2021-08-23,-0.017400685545934325,2,5.0,7.0,True,SPY
2021-08-25,2021-08-26,2021-08-27,-0.005892695126480274,1,1.0,2.0,True,SPY
2021-08-30,2021-08-31,2021-09-02,-0.0014512704449473057,1,2.0,3.0,True,SPY
2021-09-02,2021-10-04,2021-10-20,-0.05114307067969559,32,16.0,48.0,True,SPY
2021-10-21,2021-10-22,2021-10-25,-0.0010434298699190103,1,3.0,4.0,True,SPY
2021-10-26,2021-10-27,2021-10-28,-0.004454255647977634,1,1.0,2.0,True,SPY
2021-11-08,2021-11-10,2021-11-16,-0.011317758518598287,2,6.0,8.0,True,SPY
2021-11-16,2021-11-17,2021-11-18,-0.002445190527632257,1,1.0,2.0,True,SPY
2021-11-18,2021-12-01,2021-12-10,-0.04093476902821902,13,9.0,22.0,True,SPY
2021-12-10,2021-12-20,2021-12-23,-0.030047300814860955,10,3.0,13.0,True,SPY
2021-12-27,2021-12-28,2021-12-29,-0.0008169181105475154,1,1.0,2.0,True,SPY
2021-12-29,2021-12-31,2022-01-03,-0.005292155055094616,2,3.0,5.0,True,SPY
2022-01-03,2022-10-12,2023-12-13,-0.2449545088557996,282,427.0,709.0,True,SPY
2023-12-14,2023-12-15,2023-12-18,-0.0016466454461177005,1,3.0,4.0,True,SPY
2023-12-19,2023-12-20,2023-12-26,-0.013854747647195964,1,6.0,7.0,True,SPY
2023-12-28,2024-01-04,2024-01-19,-0.019740305129751445,7,15.0,22.0,True,SPY
2024-01-25,2024-01-26,2024-01-29,-0.0012697646147825647,1,3.0,4.0,True,SPY
2024-01-29,2024-01-31,2024-02-02,-0.017080408192806096,2,2.0,4.0,True,SPY
2024-02-02,2024-02-05,2024-02-07,-0.0036413926888561043,3,2.0,5.0,True,SPY
2024-02-09,2024-02-13,2024-02-15,-0.014204378467232548,4,2.0,6.0,True,SPY
2024-02-15,2024-02-20,2024-02-22,-0.01046002667114554,5,2.0,7.0,True,SPY
2024-02-23,2024-02-26,2024-02-29,-0.00366261531937373,3,3.0,6.0,True,SPY
2024-03-01,2024-03-05,2024-03-07,-0.01105701234851586,4,2.0,6.0,True,SPY
2024-03-07,2024-03-11,2024-03-12,-0.00685916802001707,4,1.0,5.0,True,SPY
2024-03-12,2024-03-15,2024-03-19,-0.010381262224668508,3,4.0,7.0,True,SPY
2024-03-21,2024-03-26,2024-03-27,-0.00649291461662127,5,1.0,6.0,True,SPY
2024-03-27,2024-04-19,2024-05-14,-0.05353699989934102,23,25.0,48.0,True,SPY
2024-05-15,2024-05-16,2024-05-20,-0.0020568776368081743,1,4.0,5.0,True,SPY
2024-05-21,2024-05-30,2024-06-05,-0.01646899175311567,9,6.0,15.0,True,SPY
2024-06-05,2024-06-07,2024-06-10,-0.0012349607540079743,2,3.0,5.0,True,SPY
2024-06-18,2024-06-24,2024-07-02,-0.0072913858618384175,6,8.0,14.0,True,SPY
2024-07-10,2024-07-11,2024-07-15,-0.008623247700317305,1,4.0,5.0,True,SPY
2024-07-16,2024-08-05,2024-09-19,-0.08405517897065728,20,45.0,65.0,True,SPY
2024-09-19,2024-09-20,2024-09-23,-0.001729063830389177,1,3.0,4.0,True,SPY
2024-09-24,2024-09-25,2024-09-26,-0.0022054795244480507,1,1.0,2.0,True,SPY
2024-09-26,2024-09-27,2024-09-30,-0.0014507509614523073,1,3.0,4.0,True,SPY
2024-09-30,2024-10-07,2024-10-09,-0.010387268667528482,7,2.0,9.0,True,SPY
2024-10-09,2024-10-10,2024-10-11,-0.0017489742431719968,1,1.0,2.0,True,SPY
2024-10-14,2024-10-15,2024-10-18,-0.007769361400173036,1,3.0,4.0,True,SPY
2024-10-18,2024-10-31,2024-11-06,-0.02728432403771508,13,6.0,19.0,True,SPY
2024-11-11,2024-11-15,2024-11-26,-0.02172740153589392,4,11.0,15.0,True,SPY
2024-11-26,2024-11-27,2024-11-29,-0.003029282505725983,1,2.0,3.0,True,SPY
2024-12-04,2024-12-05,2024-12-06,-0.0016462241183426984,1,1.0,2.0,True,SPY
2024-12-06,2025-01-10,2025-01-22,-0.04173648411473685,35,12.0,47.0,True,SPY
2025-01-23,2025-02-03,2025-02-18,-0.019647257378413774,11,15.0,26.0,True,SPY
2025-02-19,2025-04-08,2025-06-26,-0.18755277437767137,48,79.0,127.0,True,SPY
2025-06-30,2025-07-01,2025-07-02,-0.00032370316419849665,1,1.0,2.0,True,SPY
2025-07-03,2025-07-08,2025-07-10,-0.007995650366200757,5,2.0,7.0,True,SPY
2025-07-10,2025-07-15,2025-07-17,-0.0058802850659934736,5,2.0,7.0,True,SPY
2025-07-17,2025-07-18,2025-07-21,-0.0007324374243677934,1,3.0,4.0,True,SPY
2025-07-25,2025-08-01,2025-08-08,-0.024140637262596076,7,7.0,14.0,True,SPY
2025-08-08,2025-08-11,2025-08-12,-0.0019774631972127032,3,1.0,4.0,True,SPY
2025-08-14,2025-08-21,2025-08-22,-0.014574773238235639,7,1.0,8.0,True,SPY
2025-08-22,2025-08-25,2025-08-27,-0.004400985572825311,3,2.0,5.0,True,SPY
2025-08-28,2025-09-02,2025-09-04,-0.013329840350120192,5,2.0,7.0,True,SPY
2025-09-04,2025-09-05,2025-09-09,-0.002896228740448592,1,4.0,5.0,True,SPY
2025-09-11,2025-09-12,2025-09-15,-0.0003345346167298313,1,3.0,4.0,True,SPY
2025-09-15,2025-09-17,2025-09-18,-0.002617603001921598,2,1.0,3.0,True,SPY
2025-09-22,2025-09-25,2025-10-01,-0.013181572791074458,3,6.0,9.0,True,SPY
2025-10-02,2025-10-03,2025-10-06,-1.4942769194004057e-05,1,3.0,4.0,True,SPY
2025-10-06,2025-10-07,2025-10-08,-0.00370750882208426,1,1.0,2.0,True,SPY
2025-10-08,2025-10-10,2025-10-24,-0.02984653325608,2,14.0,16.0,True,SPY
2025-10-29,2025-11-20,2025-12-10,-0.050713568716449164,22,20.0,42.0,True,SPY
2025-12-11,2025-12-17,2025-12-24,-0.025784639493883876,6,7.0,13.0,True,SPY
2025-12-24,2025-12-29,,-0.0036646484544743396,5,,,False,SPY
2005-01-03,2005-04-20,2005-07-21,-0.12151939148660673,107,92.0,199.0,True,QQQ
2005-01-03,2005-07-25,2005-07-27,-0.0050906532413744765,203,2.0,205.0,True,QQQ
2005-07-28,2005-07-29,2005-08-02,-0.008362880619221635,1,4.0,5.0,True,QQQ
2005-08-02,2005-10-12,2005-11-04,-0.06466844829493523,71,23.0,94.0,True,QQQ
2005-11-11,2005-11-15,2005-11-16,-0.0044945108493134045,4,1.0,5.0,True,QQQ
2005-11-25,2005-11-30,2005-12-01,-0.015676216097293305,5,1.0,6.0,True,QQQ
2005-12-02,2005-12-30,2006-01-06,-0.038015892366344395,28,7.0,35.0,True,QQQ
2006-01-11,2006-07-21,2006-11-13,-0.1725227567219545,191,115.0,306.0,True,QQQ
2006-11-22,2006-12-22,2007-01-11,-0.03917581461542252,30,20.0,50.0,True,QQQ
2007-01-12,2007-01-26,2007-02-22,-0.03843386297581386,14,27.0,41.0,True,QQQ
2007-02-22,2007-03-05,2007-04-20,-0.07210870453616669,11,46.0,57.0,True,QQQ
2007-04-27,2007-04-30,2007-05-03,-0.012923821666201762,3,3.0,6.0,True,QQQ
2007-05-09,2007-05-15,2007-05-21,-0.015726859703635743,6,6.0,12.0,True,QQQ
2007-05-22,2007-05-24,2007-05-30,-0.018958362084261604,2,6.0,8.0,True,QQQ
2007-06-04,2007-06-07,2007-06-15,-0.02612185813922885,3,8.0,11.0,True,QQQ
2007-06-18,2007-06-26,2007-07-02,-0.01998724270153973,8,6.0,14.0,True,QQQ
2007-07-09,2007-07-10,2007-07-12,-0.008423278015576074,1,2.0,3.0,True,QQQ
2007-07-13,2007-07-16,2007-07-17,-0.001072600173194771,3,1.0,4.0,True,QQQ
2007-07-17,2007-07-18,2007-07-19,-0.0011994113658065908,1,1.0,2.0,True,QQQ
2007-07-19,2007-08-16,2007-09-21,-0.09668394426650018,28,36.0,64.0,True,QQQ
2007-09-27,2007-09-28,2007-10-01,-0.0034526882927378155,1,3.0,4.0,True,QQQ
2007-10-02,2007-10-03,2007-10-05,-0.006953892331569067,1,2.0,3.0,True,QQQ
2007-10-10,2007-10-11,2007-10-12,-0.01578211504581828,1,1.0,2.0,True,QQQ
2007-10-12,2007-10-16,2007-10-17,-0.012392125980845048,4,1.0,5.0,True,QQQ
2007-10-18,2007-10-19,2007-10-23,-0.024877635967811784,1,4.0,5.0,True,QQQ
2007-10-23,2007-10-25,2007-10-30,-0.020739154317860664,2,5.0,7.0,True,QQQ
2007-10-31,2008-11-20,2010-12-10,-0.5340204840498401,386,750.0,1136.0,True,QQQ
2010-12-10,2010-12-15,2010-12-16,-0.005939964305815004,5,1.0,6.0,True,QQQ
2010-12-21,2010-12-31,2011-01-03,-0.007697011784947971,10,3.0,13.0,True,QQQ
2011-01-03,2011-01-04,2011-01-05,-0.0007015407150777753,1,1.0,2.0,True,QQQ
2011-01-06,2011-01-07,2011-01-10,-0.0008973464184482971,1,3.0,4.0,True,QQQ
2011-01-18,2011-01-21,2011-01-27,-0.025819012109255968,3,6.0,9.0,True,QQQ
2011-01-27,2011-01-28,2011-02-04,-0.025209348234469964,1,7.0,8.0,True,QQQ
2011-02-08,2011-02-09,2011-02-11,-0.0017450706655581794,1,2.0,3.0,True,QQQ
2011-02-14,2011-02-15,2011-02-16,-0.0014120151417744697,1,1.0,2.0,True,QQQ
2011-02-16,2011-03-16,2011-04-26,-0.08039163022748486,28,41.0,69.0,True,QQQ
2011-04-27,2011-06-17,2011-07-07,-0.08962230708650853,51,20.0,71.0,True,QQQ
2011-07-07,2011-07-14,2011-07-22,-0.035441851568477345,7,8.0,15.0,True,QQQ
2011-07-22,2011-07-25,2011-07-26,-0.001986983925566066,3,1.0,4.0,True,QQQ
2011-07-26,2011-08-19,2012-01-18,-0.16092676378839288,24,152.0,176.0,True,QQQ
2012-01-19,2012-01-24,2012-01-25,-0.0029834227105288713,5,1.0,6.0,True,QQQ
2012-01-25,2012-01-26,2012-01-30,-0.0035257091504363736,1,4.0,5.0,True,QQQ
2012-02-03,2012-02-06,2012-02-07,-0.0007989845632550008,3,1.0,4.0,True,QQQ
2012-02-09,2012-02-10,2012-02-13,-0.006974157647484325,1,3.0,4.0,True,QQQ
2012-02-14,2012-02-15,2012-02-16,-0.006999987522303797,1,1.0,2.0,True,QQQ
2012-02-16,2012-02-22,2012-02-23,-0.004841277289734713,6,1.0,7.0,True,QQQ
2012-02-28,2012-02-29,2012-03-01,-0.004508591400414708,1,1.0,2.0,True,QQQ
2012-03-01,2012-03-06,2012-03-09,-0.020809505379404625,5,3.0,8.0,True,QQQ
2012-03-15,2012-03-16,2012-03-19,-0.0007113829724318954,1,3.0,4.0,True,QQQ
2012-03-21,2012-03-23,2012-03-26,-0.002713138023146322,2,3.0,5.0,True,QQQ
2012-03-27,2012-03-30,2012-04-02,-0.009485660195023393,3,3.0,6.0,True,QQQ
2012-04-02,2012-06-01,2012-08-17,-0.11484517664431837,60,77.0,137.0,True,QQQ
2012-08-20,2012-08-21,2012-08-22,-0.004018402643944929,1,1.0,2.0,True,QQQ
2012-08-22,2012-08-30,2012-09-06,-0.010580778471100394,8,7.0,15.0,True,QQQ
2012-09-06,2012-09-11,2012-09-13,-0.01576938286350693,5,2.0,7.0,True,QQQ
2012-09-19,2012-11-15,2013-04-10,-0.11639799215416224,57,146.0,203.0,True,QQQ
2013-04-10,2013-04-18,2013-04-29,-0.040482163869744126,8,11.0,19.0,True,QQQ
2013-04-30,2013-05-01,2013-05-02,-0.00469255815852021,1,1.0,2.0,True,QQQ
2013-05-06,2013-05-07,2013-05-08,-0.00055973525289299,1,1.0,2.0,True,QQQ
2013-05-08,2013-05-09,2013-05-10,-0.001349789362621423,1,1.0,2.0,True,QQQ
2013-05-15,2013-05-16,2013-05-17,-0.0010790233934080407,1,1.0,2.0,True,QQQ
2013-05-17,2013-06-24,2013-07-11,-0.058593417299350525,38,17.0,55.0,True,QQQ
2013-07-15,2013-07-16,2013-07-17,-0.0012772890383375701,1,1.0,2.0,True,QQQ
2013-07-17,2013-07-23,2013-07-30,-0.01720423177817587,6,7.0,13.0,True,QQQ
2013-08-05,2013-08-07,2013-08-13,-0.0078054500204045585,2,6.0,8.0,True,QQQ
2013-08-13,2013-08-27,2013-09-09,-0.0254540548066724,14,13.0,27.0,True,QQQ
2013-09-10,2013-09-16,2013-09-17,-0.004701963703047651,6,1.0,7.0,True,QQQ
2013-09-19,2013-09-25,2013-10-01,-0.008812559777138462,6,6.0,12.0,True,QQQ
2013-10-01,2013-10-09,2013-10-14,-0.03388457447987059,8,5.0,13.0,True,QQQ
2013-10-14,2013-10-15,2013-10-16,-0.003903883970428512,1,1.0,2.0,True,QQQ
2013-10-22,2013-10-23,2013-10-25,-0.006114558645027635,1,2.0,3.0,True,QQQ
2013-10-29,2013-11-07,2013-11-13,-0.019458685333117343,9,6.0,15.0,True,QQQ
2013-11-15,2013-11-20,2013-11-22,-0.015087937403655216,5,2.0,7.0,True,QQQ
2013-11-29,2013-12-05,2013-12-06,-0.004125019627628568,6,1.0,7.0,True,QQQ
2013-12-09,2013-12-13,2013-12-20,-0.017373281487794934,4,7.0,11.0,True,QQQ
2013-12-26,2013-12-30,2013-12-31,-0.0039827601769113485,4,1.0,5.0,True,QQQ
2013-12-31,2014-01-13,2014-01-15,-0.022186570766195013,13,2.0,15.0,True,QQQ
2014-01-16,2014-01-17,2014-01-21,-0.005688563883406328,1,4.0,5.0,True,QQQ
2014-01-22,2014-02-03,2014-02-11,-0.05054019228863116,12,8.0,20.0,True,QQQ
2014-02-18,2014-02-19,2014-02-24,-0.006856627504509327,1,5.0,6.0,True,QQQ
2014-02-24,2014-02-26,2014-02-27,-0.0019781695726861503,2,1.0,3.0,True,QQQ
2014-02-27,2014-03-03,2014-03-04,-0.008524120791079115,4,1.0,5.0,True,QQQ
2014-03-05,2014-04-11,2014-05-27,-0.07420723800542262,37,46.0,83.0,True,QQQ
2014-05-27,2014-05-28,2014-05-29,-0.0030708628319910947,1,1.0,2.0,True,QQQ
2014-05-30,2014-06-03,2014-06-04,-0.0014099662350191,4,1.0,5.0,True,QQQ
2014-06-06,2014-06-09,2014-06-10,-0.0007252937969718376,3,1.0,4.0,True,QQQ
2014-06-10,2014-06-12,2014-06-18,-0.009260871201784204,2,6.0,8.0,True,QQQ
2014-06-18,2014-06-19,2014-06-20,-0.0006441875008816877,1,1.0,2.0,True,QQQ
2014-06-23,2014-06-24,2014-06-25,-0.0009679063855978498,1,1.0,2.0,True,QQQ
2014-07-03,2014-07-08,2014-07-14,-0.015072274940890917,5,6.0,11.0,True,QQQ
2014-07-14,2014-07-15,2014-07-16,-0.0034446720169585276,1,1.0,2.0,True,QQQ
2014-07-16,2014-07-17,2014-07-18,-0.013216790370429332,1,1.0,2.0,True,QQQ
2014-07-18,2014-07-21,2014-07-22,-0.0012428473905874426,3,1.0,4.0,True,QQQ
2014-07-23,2014-08-07,2014-08-15,-0.030967543772132733,15,8.0,23.0,True,QQQ
2014-08-27,2014-08-28,2014-08-29,-0.0010930278404486238,1,1.0,2.0,True,QQQ
2014-09-02,2014-09-04,2014-09-08,-0.006790110009802897,2,4.0,6.0,True,QQQ
2014-09-08,2014-09-15,2014-09-18,-0.01556433370471666,7,3.0,10.0,True,QQQ
2014-09-18,2014-10-16,2014-10-28,-0.08246994630551507,28,12.0,40.0,True,QQQ
2014-10-28,2014-10-29,2014-10-31,-0.003714131281842059,1,2.0,3.0,True,QQQ
2014-11-03,2014-11-04,2014-11-10,-0.003314664288662228,1,6.0,7.0,True,QQQ
2014-11-14,2014-11-17,2014-11-18,-0.0030160526055196257,3,1.0,4.0,True,QQQ
2014-11-18,2014-11-19,2014-11-21,-0.004760376887636197,1,2.0,3.0,True,QQQ
2014-11-28,2014-12-16,2015-02-12,-0.05675825117126465,18,58.0,76.0,True,QQQ
2015-02-24,2015-02-25,2015-02-26,-0.0025738485020800894,1,1.0,2.0,True,QQQ
2015-02-26,2015-02-27,2015-03-02,-0.00447801295638417,1,3.0,4.0,True,QQQ
2015-03-02,2015-03-11,2015-04-24,-0.03899854416527182,9,44.0,53.0,True,QQQ
2015-04-24,2015-05-06,2015-05-21,-0.03471961520412947,12,15.0,27.0,True,QQQ
2015-05-21,2015-05-26,2015-05-27,-0.01255790317221428,5,1.0,6.0,True,QQQ
2015-05-27,2015-06-09,2015-06-23,-0.02664211890080559,13,14.0,27.0,True,QQQ
2015-06-23,2015-07-09,2015-07-16,-0.042929450241395495,16,7.0,23.0,True,QQQ
2015-07-20,2015-08-25,2015-10-28,-0.13929885981927426,36,64.0,100.0,True,QQQ
2015-10-28,2015-10-30,2015-11-02,-0.005832224455706192,2,3.0,5.0,True,QQQ
2015-11-04,2015-11-13,2015-12-01,-0.04474708171206232,9,18.0,27.0,True,QQQ
2015-12-01,2016-02-09,2016-07-27,-0.16095665171898366,70,169.0,239.0,True,QQQ
2016-08-01,2016-08-02,2016-08-05,-0.007841188326568882,1,3.0,4.0,True,QQQ
2016-08-05,2016-08-08,2016-08-09,-0.0010958804029187474,3,1.0,4.0,True,QQQ
2016-08-09,2016-08-10,2016-08-11,-0.0024081658715462417,1,1.0,2.0,True,QQQ
2016-08-15,2016-08-31,2016-09-06,-0.010557030619919638,16,6.0,22.0,True,QQQ
2016-09-07,2016-09-09,2016-09-21,-0.030878881341521836,2,12.0,14.0,True,QQQ
2016-09-22,2016-09-26,2016-10-10,-0.014793507294020958,4,14.0,18.0,True,QQQ
2016-10-10,2016-10-17,2016-10-24,-0.020289260253927965,7,7.0,14.0,True,QQQ
2016-10-24,2016-11-04,2016-12-13,-0.04986524109835189,11,39.0,50.0,True,QQQ
2016-12-13,2016-12-16,2016-12-20,-0.004053194871251442,3,4.0,7.0,True,QQQ
