Date,SPY,QQQ,IWM,TLT,GLD
2010-03-12,89.0882,41.3204,57.5415,61.1674,107.95
2010-03-15,89.1149,41.2117,57.347,61.0886,108.36
2010-03-16,89.803,41.479,57.8412,61.5731,110.4
2010-03-17,90.3477,41.5866,58.1815,61.8414,109.59
2010-03-18,90.3008,41.7324,57.9999,61.6335,110.34
2010-03-19,89.4893,41.479,57.2805,61.694,108.28
2010-03-22,89.9573,41.8569,58.0873,61.766,107.75
2010-03-23,90.5813,42.1438,58.8245,61.4748,108.32
2010-03-24,90.1478,41.9352,58.0099,60.3484,106.3
2010-03-25,89.9916,41.8824,57.6437,59.9621,106.78
2010-03-26,89.9485,41.9195,57.6169,60.1366,108.59
2010-03-29,90.52,42.1251,57.9325,59.9026,108.75
2010-03-30,90.5735,42.265,58.113,60.0939,107.97
2010-03-31,90.274,42.0634,57.608,60.5051,108.95
2010-04-01,90.8732,42.0634,58.1468,60.1366,110.26
2010-04-05,91.6254,42.453,59.2334,59.1333,110.89
2010-04-06,91.8436,42.5794,59.5807,59.2272,111.03
2010-04-07,91.3144,42.4716,59.395,59.9843,112.49
2010-04-08,91.634,42.5705,59.3345,60.0095,112.65
2010-04-09,92.2514,42.8183,59.6928,60.1593,113.64
2010-04-12,92.3777,42.8522,59.9358,60.4701,113.01
2010-04-13,92.463,43.0818,60.0758,60.6679,112.69
2010-04-14,93.511,43.5888,61.3578,60.2444,113.03
2010-04-15,93.5855,43.7864,61.5433,60.3072,113.65
2010-04-16,92.101,43.2575,60.7228,60.7485,111.24
2010-04-19,92.4437,43.2324,60.421,60.6009,111.15
2010-04-20,93.2678,43.4556,61.2457,60.8151,111.46
2010-04-21,93.0831,43.6973,61.6724,61.3158,112.31
2010-04-22,93.3617,43.9373,62.3252,61.1328,111.84
2010-04-23,93.9857,44.1269,62.9831,60.9211,113.19
2010-04-26,93.6431,44.0282,62.7479,60.987,112.75
2010-04-27,91.415,43.0912,61.3171,61.8474,114.63
2010-04-28,92.1107,43.1176,61.4183,61.3158,114.31
2010-04-29,93.2497,43.8725,62.7172,61.5731,114.28
2010-04-30,91.6715,43.0071,60.8804,62.2861,115.36
2010-05-03,92.8609,43.6079,62.2498,61.9864,115.73
2010-05-04,90.6721,42.3032,60.2981,63.1027,114.87
2010-05-05,90.1295,42.0792,59.4139,63.474,115.09
2010-05-06,87.1471,40.6772,57.1853,65.4352,118.49
2010-05-07,85.8321,39.6562,55.5372,64.6122,118.27
2010-05-10,89.625,41.7226,58.6539,63.276,117.57
2010-05-11,89.383,41.6777,59.0438,63.1141,120.66
2010-05-12,90.6195,42.4629,60.8537,62.6355,121.4
2010-05-13,89.4986,41.7943,60.2692,63.0501,120.56
2010-05-14,87.8564,40.9915,59.1053,64.1439,120.37
2010-05-17,87.909,41.1225,59.2184,63.9033,119.36
2010-05-18,86.7327,40.5519,58.0783,64.8879,119.49
2010-05-19,86.2177,40.2329,57.3907,65.1039,116.63
2010-05-20,82.9648,38.738,54.4834,66.4748,115.84
2010-05-21,84.1858,39.1609,55.291,66.5419,115.22
2010-05-24,83.0948,39.0063,54.5509,66.3131,116.84
2010-05-25,83.1904,39.0416,54.5439,66.64,117.36
2010-05-26,82.6868,38.6068,54.6699,66.4481,118.47
2010-05-27,85.4694,40.0616,57.0246,64.9397,118.69
2010-05-28,84.3791,39.8286,56.2903,65.2391,118.88
2010-06-01,82.9559,39.4645,54.5876,65.4784,119.91
2010-06-02,85.1259,40.3895,56.1404,64.855,119.78
2010-06-03,85.4321,40.7752,56.8608,64.3823,117.96
2010-06-04,82.4161,39.3821,53.9971,66.1121,119.19
2010-06-07,81.39,38.6725,52.613,66.6172,121.49
2010-06-08,82.2592,38.5971,52.5891,66.2871,121.0
2010-06-09,81.8208,38.2749,52.6208,66.2126,120.56
2010-06-10,84.2213,39.3656,54.4387,65.0277,118.97
2010-06-11,84.6116,39.7366,55.1799,65.8558,120.01
2010-06-14,84.4893,39.7266,55.5282,65.5159,119.6
2010-06-15,86.4101,40.7936,56.9203,65.2441,120.99
2010-06-16,86.3853,40.965,56.6584,65.6149,120.33
2010-06-17,86.5136,41.0973,56.7279,66.1491,121.9
2010-06-18,86.191,41.0511,56.7636,66.042,122.83
2010-06-21,85.9431,40.7047,56.1771,65.8558,120.39
2010-06-22,84.5312,40.3806,55.0181,66.64,121.45
2010-06-23,84.2692,40.2229,54.8663,67.0874,120.95
2010-06-24,82.8755,39.6045,53.9883,66.6914,121.3
2010-06-25,83.2219,39.6134,54.918,66.9621,122.76
2010-06-28,82.9559,39.483,54.6034,67.5928,121.09
2010-06-29,80.4005,37.9538,52.5376,68.327,121.27
2010-06-30,79.6385,37.3724,51.9333,68.7868,121.68
2010-07-01,79.2834,37.2755,51.5631,68.684,117.04
2010-07-02,78.8511,37.1648,50.8269,68.1378,118.49
2010-07-06,79.3688,37.2833,50.166,68.6988,116.51
2010-07-07,81.8687,38.4699,51.9174,67.8949,117.73
2010-07-08,82.6777,38.6803,52.6635,67.4622,117.21
2010-07-09,83.2976,39.0515,53.4802,67.0767,118.36
2010-07-12,83.3493,39.1609,52.8769,67.0524,117.34
2010-07-13,84.6051,39.6662,54.5509,66.4748,118.36
2010-07-14,84.5966,39.8716,54.3554,67.1434,118.3
2010-07-15,84.6116,39.91,53.8533,67.8139,118.23
2010-07-16,82.2889,38.7999,51.8916,68.1456,116.67
2010-07-19,82.7768,39.1345,52.1109,67.7265,115.73
2010-07-20,83.6987,39.6045,52.985,67.826,116.65
2010-07-21,82.602,39.0601,52.0384,68.9783,115.85
2010-07-22,84.4471,40.0527,53.887,68.178,116.86
2010-07-23,85.1955,40.3121,55.2126,67.4552,116.09
2010-07-26,86.0512,40.6402,56.4728,67.3412,115.52
2010-07-27,86.0427,40.6223,56.2675,66.6914,113.51
2010-07-28,85.5258,40.3032,55.3605,66.9079,113.78
2010-07-29,85.101,39.9988,55.2126,66.8875,114.29
2010-07-30,85.0834,40.0857,55.2483,67.9295,115.49
2010-08-02,86.995,40.8378,56.2089,66.7595,115.54
2010-08-03,86.5845,40.6675,55.7594,67.1434,115.99
2010-08-04,87.1653,41.0786,56.3429,66.6319,116.72
2010-08-05,87.0771,40.9816,55.68,66.942,116.98
2010-08-06,86.7231,40.9189,55.3516,67.6731,117.84
2010-08-09,87.1806,41.2029,55.9609,67.4236,117.4
2010-08-10,86.7135,40.8378,54.909,67.5636,117.73
2010-08-11,84.3178,39.7266,52.7518,68.4725,117.34
2010-08-12,83.8183,39.4203,52.4859,68.2981,118.77
2010-08-13,83.5668,39.1345,51.8916,69.1502,118.74
2010-08-16,83.5331,39.205,52.3073,70.8822,119.73
2010-08-17,84.5495,39.7023,53.2073,70.4752,119.75
2010-08-18,84.7007,39.8629,53.3691,70.6664,120.22
2010-08-19,83.2298,39.2541,51.9094,71.7702,120.39
2010-08-20,82.9559,39.3098,51.961,71.6838,119.97
2010-08-23,82.6431,38.9242,51.2555,71.6968,119.78
2010-08-24,81.4176,38.2024,50.6701,72.8509,120.36
2010-08-25,81.7385,38.5715,51.4322,72.6164,121.36
2010-08-26,81.1891,38.1019,51.0501,73.2979,120.96
2010-08-27,82.4496,38.5715,52.3828,71.2226,121.01
2010-08-30,81.2533,38.1675,51.2397,72.5878,120.91
2010-08-31,81.2561,38.0294,51.1295,73.3944,122.08
2010-09-01,83.6805,39.1697,53.118,71.659,121.69
2010-09-02,84.4558,39.6045,53.7014,70.903,122.29
2010-09-03,85.5728,40.269,54.661,70.0271,121.86
2010-09-07,84.5887,39.989,53.624,71.458,122.7
2010-09-08,85.1955,40.4696,53.9396,70.8884,122.71
2010-09-09,85.589,40.6312,53.9713,69.4898,121.56
2010-09-10,86.0024,40.7851,54.143,69.1727,121.73
2010-09-13,86.9728,41.3489,55.4608,69.5181,121.62
2010-09-14,86.9201,41.523,55.2226,70.1831,124.02
2010-09-15,87.2504,41.7854,55.5372,69.1379,123.94
2010-09-16,87.2313,41.9528,55.1799,68.4622,124.63
2010-09-17,86.7901,42.0977,55.4091,68.7363,124.54
2010-09-20,88.1204,42.8262,56.9442,69.1323,124.87
2010-09-21,87.9358,42.8183,56.6167,70.0941,126.01
2010-09-22,87.5004,42.7064,55.943,70.7231,126.2
2010-09-23,86.7988,42.6891,55.1294,70.9247,126.3
2010-09-24,88.5875,43.5612,56.9203,69.9697,126.69
2010-09-27,88.1665,43.3174,56.7794,71.1889,126.72
2010-09-28,88.4745,43.3026,57.34,71.6711,127.85
2010-09-29,88.3148,43.2324,57.5008,71.373,127.95
2010-09-30,88.0573,43.0452,57.355,71.3268,127.91
2010-10-01,88.4238,42.9884,57.6616,70.7231,128.91
2010-10-04,87.7501,42.5255,56.8777,70.903,128.46
2010-10-05,89.5361,43.5612,58.4951,70.4752,130.99
2010-10-06,89.5263,43.1803,58.2976,71.3597,131.81
2010-10-07,89.4251,43.337,58.131,70.7686,130.37
2010-10-08,89.9133,43.6454,58.8662,70.4552,131.66
2010-10-11,89.9916,43.6631,58.9198,70.4688,132.29
2010-10-12,90.2825,43.9548,59.0696,69.777,131.96
2010-10-13,90.9728,44.312,59.9725,69.6683,134.07
2010-10-14,90.6289,44.2209,59.9269,68.6221,134.75
2010-10-15,90.809,45.1608,59.7265,67.7851,133.68
2010-10-18,91.4504,44.9991,60.2246,68.3348,134.28
2010-10-19,90.0643,44.5811,59.0527,68.7489,130.11
2010-10-20,90.9258,44.9012,59.6609,68.8955,131.32
2010-10-21,91.1479,44.9893,59.3693,68.0817,129.47
2010-10-22,91.3046,45.2939,59.7523,68.5397,129.73
2010-10-25,91.5777,45.5189,60.1085,68.7363,130.85
2010-10-26,91.5966,45.6326,60.0688,67.6731,130.88
2010-10-27,91.3335,45.7786,59.9101,67.0767,129.52
2010-10-28,91.3518,45.8773,59.544,67.2606,131.24
2010-10-29,91.4234,45.7696,59.7335,67.891,132.62
2010-11-01,91.4408,45.8058,59.3266,67.3798,131.92
2010-11-02,92.195,46.2985,60.557,68.2661,132.49
2010-11-03,92.5549,46.5079,60.7952,66.8737,131.57
2010-11-04,94.3186,47.0832,62.3351,67.3927,136.03
2010-11-05,94.7073,47.0832,62.6854,66.2383,136.38
2010-11-08,94.5081,47.1361,62.6328,66.534,137.78
2010-11-09,93.8249,46.8835,61.7983,65.0691,135.59
2010-11-10,94.1893,47.1188,62.4869,65.1606,137.24
2010-11-11,93.8527,46.821,62.2399,65.1246,137.66
2010-11-12,92.7289,46.0612,61.204,64.7752,133.69
2010-11-15,92.5987,45.8872,61.2109,63.4189,132.42
2010-11-16,91.1661,45.1254,60.0262,64.9929,130.97
2010-11-17,91.2217,45.2575,60.183,64.6326,130.38
2010-11-18,92.5633,45.9879,61.3578,64.9003,132.09
2010-11-19,92.8132,46.0242,61.5582,65.2993,132.2
2010-11-22,92.7195,46.4107,61.8559,65.5775,133.48
2010-11-23,91.3956,45.6658,61.2704,65.9036,134.41
2010-11-24,92.7289,46.5899,62.6497,64.7237,134.18
2010-11-26,91.6617,46.2895,62.216,65.6209,133.11
2010-11-29,91.9375,46.2523,62.3094,66.1811,133.51
2010-11-30,91.4234,45.6855,61.8172,66.5286,135.42
2010-12-01,93.3521,46.6537,63.2014,64.8283,135.38
2010-12-02,94.5742,47.1273,63.8395,64.6522,135.2
2010-12-03,94.8298,47.2517,64.2989,64.1516,138.07
2010-12-06,94.7263,47.2339,64.6977,65.055,139.11
2010-12-07,94.7819,47.2606,65.0728,63.665,136.5
2010-12-08,95.1168,47.4375,65.0301,63.0501,134.79
2010-12-09,95.4807,47.4837,65.2525,63.3603,135.37
2010-12-10,96.055,47.7949,66.0661,62.9742,135.41
2010-12-13,96.1124,47.6266,65.7257,63.2096,136.05
2010-12-14,96.2082,47.7129,65.692,62.2921,136.18
2010-12-15,95.7581,47.511,65.4865,61.4829,134.7
2010-12-16,96.3225,47.8772,66.0909,61.9043,133.81
2010-12-17,95.9113,47.9223,66.2943,63.037,134.2
2010-12-20,96.1505,47.9585,66.5582,62.9678,135.11
2010-12-21,96.7531,48.2395,67.2955,63.4075,135.32
2010-12-22,97.0209,48.2316,66.973,62.9541,135.05
2010-12-23,96.8881,48.1083,66.8907,62.8256,134.66
2010-12-27,96.9354,48.1337,67.094,63.3898,135.02
2010-12-28,97.05,48.0485,66.9055,61.9315,137.22
2010-12-29,97.0986,48.1514,67.0454,62.9839,137.71
2010-12-30,96.9735,48.0416,66.9175,62.9358,137.03
2010-12-31,97.0026,47.8682,66.4848,63.6341,138.72
2011-01-03,98.047,48.6073,67.6358,63.1468,138.0
2011-01-04,97.9786,48.5732,66.6346,63.2237,134.75
2011-01-05,98.5046,48.9934,67.4156,61.8359,134.37
2011-01-06,98.3127,49.1449,67.103,62.1014,133.83
2011-01-07,98.1214,49.1008,66.719,62.4312,133.58
2011-01-10,97.9786,49.2889,67.103,62.7694,134.12
2011-01-11,98.3509,49.3592,67.3739,62.4172,134.91
2011-01-12,99.1938,49.7059,67.9474,61.9315,135.46
2011-01-13,99.0119,49.7244,67.9226,62.4876,134.05
2011-01-14,99.768,50.1023,68.4376,62.087,132.69
2011-01-18,99.9225,50.2343,68.4853,61.8018,133.43
2011-01-19,98.9361,49.6598,66.7269,62.243,133.72
2011-01-20,98.8195,49.3152,66.0293,61.3879,131.2
2011-01-21,99.0119,48.9373,65.5888,61.8711,131.03
2011-01-24,99.5974,49.6098,66.075,61.8993,130.36
2011-01-25,99.652,49.6774,66.1732,62.4876,130.1
2011-01-26,100.046,49.9477,67.231,61.5393,131.16
2011-01-27,100.303,50.2512,67.4244,61.8219,127.93
2011-01-28,98.5429,48.9844,65.7764,62.1267,130.33
2011-01-31,99.2809,49.2144,66.2338,61.6677,129.87
2011-02-01,100.852,50.1464,67.7668,61.3626,130.8
2011-02-02,100.657,50.0661,67.5118,61.3773,130.45
2011-02-03,100.871,50.1542,67.748,60.8677,132.2
2011-02-04,101.194,50.4303,67.868,60.2529,131.66
2011-02-07,101.829,50.6729,68.5368,60.5612,131.68
2011-02-08,102.295,51.0008,69.0211,60.006,133.14
2011-02-09,102.085,50.9118,68.7135,60.5274,133.07
2011-02-10,102.113,50.9941,68.9863,59.8309,132.85
2011-02-11,102.697,51.3583,69.7365,60.6904,132.32
2011-02-14,102.909,51.4867,70.0927,60.7342,132.95
2011-02-15,102.631,51.414,69.6948,61.0029,133.97
2011-02-16,103.251,51.7529,70.2524,60.8089,134.1
2011-02-17,,51.7353,,,
2011-02-18,103.807,51.6167,70.823,60.7123,135.41
2011-02-22,101.721,50.1269,69.0032,61.6242,136.29
2011-02-23,101.081,49.7059,67.8184,61.8448,137.51
2011-02-24,100.993,49.9751,68.2501,62.2375,136.48
2011-02-25,102.113,50.6729,69.8307,62.6049,137.38
2011-02-28,102.715,50.7719,69.9071,62.6901,137.66
2011-03-01,101.003,49.9556,68.5011,62.8718,140.03
2011-03-02,101.242,50.2158,68.7909,61.9045,139.92
2011-03-03,102.937,51.2144,70.3606,61.3001,138.09
2011-03-04,102.229,50.9483,70.0501,61.8078,139.35
2011-03-07,101.394,50.261,68.907,61.4109,139.72
2011-03-08,102.305,50.4675,70.0212,61.04,139.36
2011-03-09,102.16,50.1269,69.7435,61.6355,139.41
2011-03-10,100.267,49.3428,67.9454,62.6719,137.77
2011-03-11,100.916,49.6422,68.129,62.3113,138.22
2011-03-14,100.351,49.4738,67.7668,62.2832,138.86
2011-03-15,99.1749,48.7691,67.1635,63.2197,136.27
2011-03-16,97.309,47.5924,66.4888,63.933,136.24
2011-03-17,98.6591,48.0321,66.6366,63.4414,136.97
2011-03-18,98.9746,47.9902,67.5168,63.6131,138.37
2011-03-21,100.536,48.9196,69.0816,63.2417,139.14
2011-03-22,100.19,48.8292,68.7135,63.449,139.05
2011-03-23,100.497,49.0969,68.9268,63.3649,140.34
2011-03-24,101.424,49.9694,69.409,62.8922,139.22
2011-03-25,101.751,50.0949,70.0104,62.7356,139.26
2011-03-28,101.482,49.8204,69.8566,62.8221,138.54
2011-03-29,102.199,50.3054,70.5094,62.3375,138.21
2011-03-30,102.851,50.542,71.4253,62.8368,138.67
2011-03-31,102.715,50.6144,71.6704,62.7111,139.86
2011-04-01,103.148,50.637,71.983,63.0132,139.2
2011-04-04,103.243,50.4743,72.1486,63.0817,139.84
2011-04-05,103.224,50.3401,72.5376,62.8305,142.05
2011-04-06,103.577,50.4644,72.7014,61.8838,142.38
2011-04-07,103.29,50.4291,72.2657,61.7595,142.51
2011-04-08,102.917,50.1921,71.5066,61.4316,143.66
2011-04-11,102.631,50.0214,70.8696,61.4869,142.64
2011-04-12,101.882,49.6802,69.9408,62.1516,141.61
2011-04-13,101.873,50.1035,70.0332,62.5445,141.9
2011-04-14,101.959,50.0125,70.3606,62.4957,143.81
2011-04-15,102.333,49.9271,71.1098,63.3436,145.05
2011-04-18,101.176,49.5734,69.932,63.4842,145.93
2011-04-19,101.761,49.8821,69.9488,63.7609,145.93
2011-04-20,103.1,51.0096,71.3807,63.3471,146.5
2011-04-21,103.683,51.4153,71.9096,63.3009,146.74
2011-04-25,103.557,51.5488,71.8172,63.5352,146.87
2011-04-26,104.468,51.8387,72.5307,64.1482,146.38
2011-04-27,105.119,52.1879,72.9673,63.4877,149.2
2011-04-28,105.464,52.1123,73.2987,63.9788,149.82
2011-04-29,105.702,52.0712,73.5576,64.1738,152.37
2011-05-02,105.55,51.9742,72.7014,64.2829,150.41
2011-05-03,105.167,51.7213,71.7825,64.649,149.88
2011-05-04,104.498,51.6436,70.8537,64.9305,147.73
2011-05-05,103.531,51.3633,70.5253,65.5488,143.47
2011-05-06,103.989,51.5302,70.9044,65.26,145.3
2011-05-09,104.402,51.7213,71.7299,65.1894,147.38
2011-05-10,105.281,52.1642,72.8274,64.7291,147.9
2011-05-11,104.172,51.784,71.4829,65.0948,146.54
2011-05-12,104.678,52.0946,72.1139,64.6898,146.59
2011-05-13,103.874,51.4773,71.1098,65.2667,145.63
2011-05-16,103.186,50.584,70.0689,65.6323,145.37
2011-05-17,103.167,50.7283,69.8486,66.3035,144.74
2011-05-18,104.124,51.1526,70.9233,65.4295,145.6
2011-05-19,104.363,51.2996,71.0731,65.3996,145.65
2011-05-20,103.531,50.9027,70.5511,65.4332,147.49
2011-05-23,102.343,50.1674,69.286,65.7475,147.83
2011-05-24,102.248,49.8566,68.9525,65.9945,148.59
2011-05-25,102.591,50.0497,69.8237,65.689,148.58
2011-05-26,103.012,50.3576,70.7426,66.2523,148.22
2011-05-27,103.445,50.6105,71.2269,66.2243,149.7
2011-05-31,104.544,51.431,72.239,66.3739,149.64
2011-06-01,102.209,50.3143,69.9171,67.2732,149.91
2011-06-02,102.103,50.4202,69.8893,65.9882,149.5
2011-06-03,101.041,49.6625,68.8712,66.3667,150.22
2011-06-06,99.9973,49.2569,67.736,65.8634,150.48
2011-06-07,99.9225,49.1723,67.8978,66.1697,150.42
2011-06-08,99.501,48.8185,67.1427,66.6832,149.81
2011-06-09,100.276,48.9088,67.497,66.4109,150.56
2011-06-10,98.8689,48.1569,66.4173,66.9258,149.24
2011-06-13,98.9361,48.1549,66.2268,66.588,147.77
2011-06-14,100.219,48.7754,67.6498,65.582,148.67
2011-06-15,98.4682,47.8462,66.4411,66.7731,149.12
2011-06-16,98.6591,47.6618,66.5979,67.0797,148.97
2011-06-17,98.9173,47.5107,66.6118,66.7593,149.94
2011-06-20,99.4324,47.7588,67.2271,66.844,150.03
2011-06-21,100.813,48.7841,68.6816,66.5472,150.76
2011-06-22,100.209,48.4302,68.1538,66.588,150.99
2011-06-23,99.9046,48.8822,68.4187,67.0987,148.34
2011-06-24,98.7533,48.0353,68.0705,66.8147,146.26
2011-06-27,99.6262,48.7929,68.5974,65.8977,145.73
2011-06-28,100.898,49.5254,69.6631,65.3724,146.24
2011-06-29,101.809,49.7253,69.9935,64.9331,147.18
2011-06-30,102.734,50.394,70.4976,64.8318,146.0
2011-07-01,104.284,51.1516,71.6039,64.7307,144.93
2011-07-05,104.199,51.4055,71.7775,64.8701,147.63
2011-07-06,104.334,51.577,72.0682,65.1993,148.91
2011-07-07,105.416,52.28,73.1479,65.0156,149.15
2011-07-08,104.669,52.1398,72.7063,65.9258,150.25
2011-07-11,102.734,51.1976,71.1574,66.9179,151.59
2011-07-12,102.343,50.8105,70.7575,67.1498,152.77
2011-07-13,102.66,51.0183,71.3915,67.3315,154.14
2011-07-14,101.969,50.4271,70.2524,66.3711,154.54
2011-07-15,102.554,51.0968,70.7238,66.4827,155.2
2011-07-18,101.711,50.8262,69.5877,65.8396,156.57
2011-07-19,103.347,51.984,71.1574,67.2128,154.66
2011-07-20,103.28,51.7583,71.0403,66.4109,156.02
2011-07-21,104.726,52.1055,71.6882,65.8977,154.83
2011-07-22,104.803,52.6426,71.7835,66.3976,156.12
2011-07-25,104.219,52.538,70.9381,65.6754,157.34
2011-07-26,103.827,52.6693,70.4032,66.1287,157.77
2011-07-27,101.701,51.3076,68.2977,66.1335,157.19
2011-07-28,101.394,51.3958,68.1855,66.3758,157.32
2011-07-29,100.696,51.2322,68.1012,67.6892,158.29
2011-08-01,100.294,50.9919,67.6576,68.3771,157.72
2011-08-02,97.7102,49.7056,65.5461,70.4347,161.52
2011-08-03,98.2941,50.1801,65.9837,70.5683,161.49
2011-08-04,93.6525,47.8462,62.0047,73.0782,160.64
2011-08-05,93.511,47.5479,60.9201,70.9722,161.75
2011-08-08,87.4086,44.6845,55.6175,73.2109,167.12
2011-08-09,91.4781,46.8403,59.3226,73.4263,168.61
2011-08-10,87.4353,44.9268,56.4213,75.6185,174.58
2011-08-11,91.3698,46.9012,59.2373,71.8048,170.75
2011-08-12,91.9843,47.3187,59.6034,73.2242,169.97
2011-08-15,93.9292,48.0165,61.2864,72.4873,171.8
2011-08-16,93.1203,47.6117,60.1561,73.687,173.92
2011-08-17,93.1942,47.3275,60.175,74.9752,174.42
2011-08-18,89.1683,45.0002,56.7547,76.5123,177.72
2011-08-19,87.6975,44.1934,55.7534,77.1295,179.95
2011-08-22,87.7664,44.3492,55.557,76.9451,184.59
2011-08-23,90.6721,46.1795,58.2371,75.8737,177.67
2011-08-24,91.9566,46.5382,59.1003,73.7196,171.65
2011-08-25,90.5564,45.7777,57.6477,74.514,172.36
2011-08-26,91.8619,46.9263,59.022,75.2432,177.47
2011-08-29,94.5081,48.2351,61.8162,74.2086,173.89
2011-08-30,94.7648,48.5559,62.1734,75.4019,179.1
2011-08-31,95.1838,48.6372,62.0494,74.2337,177.72
2011-09-01,94.1512,48.1911,60.7178,75.8099,177.87
2011-09-02,91.7613,47.0657,58.4743,78.2593,183.24
2011-09-06,91.1134,47.0687,58.3065,79.1012,182.9
2011-09-07,93.6718,48.2617,60.5104,77.5743,177.08
2011-09-08,92.6812,48.0441,59.399,78.2593,181.81
2011-09-09,90.2643,46.9699,57.6477,79.115,180.7
2011-09-12,90.8453,47.5745,58.1448,79.2038,176.67
2011-09-13,91.6895,48.2089,59.0815,78.0431,178.54
2011-09-14,92.9598,48.9019,60.1393,78.7318,177.21
2011-09-15,94.5742,49.6223,60.9887,77.5204,174.4
2011-09-16,95.1264,50.0783,61.0799,78.067,176.03
2011-09-19,94.1512,50.0969,59.9895,79.6025,173.31
2011-09-20,94.0669,49.8743,59.0557,79.9357,175.78
2011-09-21,91.2866,49.0058,56.8708,82.5669,173.59
2011-09-22,88.3424,47.4119,55.2831,85.6572,169.05
2011-09-23,88.8737,47.9185,55.8487,84.0862,159.8
2011-09-26,90.9822,48.4754,56.9025,82.7164,157.58
2011-09-27,92.0083,48.9793,58.131,81.4357,160.63
2011-09-28,90.1295,48.252,55.9003,81.4047,156.22
2011-09-29,90.8367,47.6802,56.8678,81.9644,157.7
2011-09-30,88.5715,46.4542,55.1274,84.0623,158.06
2011-10-03,86.0245,45.2521,52.2914,86.3294,160.96
2011-10-04,87.9261,46.1864,55.5481,85.2178,157.64
2011-10-05,89.562,47.3685,56.3082,84.636,159.46
2011-10-06,91.1841,48.1665,57.5604,83.1047,160.49
2011-10-07,90.5648,47.8284,56.1582,82.4796,159.18
2011-10-10,93.6047,49.5038,58.6181,81.2903,163.27
2011-10-11,93.7031,49.841,59.02,81.0114,162.1
2011-10-12,94.5167,50.087,59.8614,79.8744,163.26
2011-10-13,94.3186,50.5459,59.8089,80.6526,162.3
2011-10-14,95.9495,51.4851,60.9936,79.4954,163.4
2011-10-17,94.1043,50.6869,59.141,80.8304,162.62
2011-10-18,95.9594,51.3145,60.7128,80.3609,161.84
2011-10-19,94.8298,50.3253,59.5221,80.3461,159.87
2011-10-20,95.2222,50.0783,59.6898,79.7802,157.77
2011-10-21,97.0114,50.7055,60.9847,78.9136,159.52
2011-10-24,98.2665,51.7574,62.9464,79.0432,161.02
2011-10-25,96.3417,50.7428,61.1792,81.0191,165.59
2011-10-26,97.2411,50.6791,62.2349,79.6503,167.4
2011-10-27,100.666,52.0781,65.5204,76.9451,169.55
2011-10-28,100.647,52.1565,65.1849,77.7268,169.62
2011-10-31,98.2754,51.2771,63.4554,80.8058,167.34
2011-11-01,95.4901,49.9449,61.206,83.5606,167.38
2011-11-02,97.0307,50.3703,62.7162,82.4931,169.06
2011-11-03,98.8195,51.4133,64.276,81.3369,171.72
2011-11-04,98.2568,51.1497,63.9624,81.4277,170.85
2011-11-07,98.8293,51.5113,63.8315,81.9565,174.98
2011-11-08,100.103,52.1055,64.7652,80.8945,173.53
2011-11-09,96.4284,50.2723,61.6802,82.6096,172.07
2011-11-10,97.2605,50.2459,62.1338,81.3458,171.14
2011-11-11,99.1264,51.1948,63.7709,80.846,173.96
2011-11-14,98.2382,50.8742,62.8522,82.1535,173.2
2011-11-15,98.6966,51.4389,63.6519,82.0453,173.36
2011-11-16,97.0694,50.5889,62.6229,82.816,171.51
2011-11-17,95.5668,49.4068,61.7309,83.5002,167.1
2011-11-18,95.4712,49.0243,61.715,83.4836,167.62
2011-11-21,93.6622,48.0902,60.2355,83.9747,163.5
2011-11-22,93.3052,48.2451,59.7335,84.8585,165.31
2011-11-23,91.2407,47.1599,57.8541,85.7132,164.83
2011-11-25,91.0656,46.796,57.1178,84.4404,163.4
2011-11-28,93.7129,48.4234,59.8356,84.3979,166.63
2011-11-29,93.9675,48.1223,59.7235,83.7753,166.88
2011-11-30,97.8363,49.9028,63.2173,82.43,170.13
2011-12-01,97.8165,50.2459,62.7559,82.0034,169.63
2011-12-02,97.7297,50.1017,63.0168,83.1905,169.82
2011-12-05,98.8007,50.6517,64.0964,83.0233,167.32
2011-12-06,98.8293,50.5087,64.1599,82.1872,168.18
2011-12-07,99.1839,50.5087,64.028,82.5091,169.4
2011-12-08,97.0026,49.6675,62.0405,83.5606,165.98
2011-12-09,98.6886,50.4575,63.9079,81.8052,166.4
2011-12-12,97.1656,49.8931,62.9891,82.7325,161.99
2011-12-13,96.3322,49.3479,61.6802,83.5263,158.45
2011-12-14,95.2891,48.5762,60.9063,85.0396,152.89
2011-12-15,95.6339,48.442,61.4739,84.7372,152.33
2011-12-16,95.7774,48.6891,61.9551,85.748,155.23
2011-12-19,94.7648,48.2089,60.8804,86.8361,154.87
2011-12-20,97.6152,49.641,63.3244,84.6602,156.98
2011-12-21,97.807,48.9304,63.5824,83.5175,157.16
2011-12-22,98.6966,49.3479,63.9873,83.8875,156.04
2011-12-23,99.5486,49.7704,64.2245,82.9346,156.31
2011-12-27,99.6351,49.9155,64.417,83.3247,154.91
2011-12-28,98.3705,49.3382,63.248,84.8147,151.03
2011-12-29,99.3463,49.6919,63.886,84.9719,150.34
2011-12-30,98.8491,49.5517,63.5437,85.2266,151.99
2012-01-03,100.458,50.5007,64.5975,84.0113,155.92
2012-01-04,100.584,50.7125,64.2343,83.0233,156.71
2012-01-05,100.842,51.1309,64.5975,82.8591,157.78
